site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0859	Sesquicentennial Park	Park			Active		City of Grove City Parks & Recreation			The park provides open green space and serves as a community gathering space honoring Bexley's history.	Park St, Grove City, OH 43123	0.03	Franklin	Grove City		39.9602677	-82.9346393	86FVX368+22		Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Park on Park Street in Grove City's downtown/town center area. Monument re-dedicated per city records. Likely adjacent to or near Town Center Park. MUST VERIFY address via browser.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0860	Indian Mound Park	Park			Active		City of Grove City Parks & Recreation			The park preserves an archaeological site while providing green space and passive recreation. The mound is one of several surviving prehistoric earthworks in the Columbus metropolitan area.	Grove City, OH 43123	0.03	Franklin	Grove City		39.9595081	-82.9338163	86FVX358+V2	Historic Structure; Native American Earthwork	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Named park in Grove City; likely features or is named for archaeological mound heritage. Street address not found via web search. MUST VERIFY via browser.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0861	Gardens at Gantz	Park			Active		City of Grove City Parks & Recreation			The gardens provide a unique look at horticulture throughout history, featuring display gardens, native plantings, and educational landscaping in a historic farm setting. The site is managed in conjunction with the adjacent Gantz Park.	2255 Home Rd, Grove City, OH 43123	28.47	Franklin	Grove City		39.8974526	-83.0614479	86FRVWWQ+V2	Historic Structure	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Historic gardens at the Gantz farmhouse site (Gantz Park). Three garden areas demonstrating wide variety of gardening styles across historical periods. Includes herb garden and labyrinth walk. Gantz farmhouse (historic structure) on same property.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0862	Eagle Pavilion	Recreation Facility			Active		City of Grove City Parks & Recreation			The pavilion is available for reservation through the Grove City Parks & Recreation Department.	3899 Orders Rd, Grove City, OH 43123		Franklin			39.860141	-83.09817	86FRVW62+42	Pavilion; Picnic Area; Restrooms	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Enclosed four-season pavilion for rentals. Located within Fryer Park. One of two enclosed pavilions managed by Grove City Parks & Recreation.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	OH-FR-S-0849
OH-FR-S-0863	Beulah Pavilion	Recreation Facility			Active		City of Grove City Parks & Recreation			The pavilion is managed by the Grove City Parks & Recreation Department.	3700 Glacial Lane, Grove City, OH 43123		Franklin			39.8891	-83.0981	86FRVWQ2+Q2	Pavilion; Picnic Area; Restrooms	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Charles W. Boso Jr. (Beulah) Pavilion; enclosed pavilion for rentals. Located within Park at Beulah. One of two enclosed pavilions managed by Grove City Parks & Recreation.; GPS web: GPS from latitude.to (Beulah Park racetrack/Boso Pavilion site)	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	OH-FR-S-0855
OH-FR-S-0864	Keller Farms	Park			Active		City of Grove City Parks & Recreation					5.62400505	Franklin	Grove City		39.8731169	-83.0548742	86FRVWFW+62		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 369. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0865	The Big Splash	Park			Active		City of Grove City Parks & Recreation			The facility is a premier summer destination for families across the region and operates seasonally as part of the Grove City Parks & Recreation Department.		3.7792321	Franklin	Grove City		39.8885254	-83.0774213	86FRVWQF+C2	Parking Lot; Restrooms; Swimming Pool; Water Park; Waterslide	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 790. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0866	Swearingen Park	Park			Active		City of Grove City Parks & Recreation					0.96475935	Franklin	Grove City		39.8810565	-83.0724926	86FRVWJH+C2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 776. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0867	Tanglebrook Park	Park			Active		City of Grove City Parks & Recreation			The artistic tree carvings are a distinctive feature that makes this park a local landmark.		5.32702331	Franklin	Grove City		39.8806328	-83.1076964	86FRVVJR+92	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 786. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0868	Walden Bluff Park	Park			Active		City of Grove City Parks & Recreation					1.75895941	Franklin	Grove City		39.8984694	-83.0754078	86FRVWXF+92	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0869	Meadowgrove Park	Park			Active		City of Grove City Parks & Recreation					12.02067683	Franklin	Grove City		39.8479415	-83.0693884	86FRRWXJ+22	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 403. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0870	Hoover Park	Recreation Facility			Active		City of Grove City Parks & Recreation					5.96291746	Franklin	Grove City		39.8697155	-83.0873698	86FRVW97+R2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 327. MORPC Sub_Type: REC.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0871	Concord Lakes	Park			Active		City of Grove City Parks & Recreation					7.45784017	Franklin	Grove City		39.8911408	-83.1140787	86FRVVRP+F2	Pond	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 618. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0872	Quail Creek Park	Park			Active		City of Grove City Parks & Recreation					5.03882746	Franklin	Grove City		39.842575	-83.0691811	86FRRWVJ+32	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 655. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0873	Indian Trails Park	Park			Active		City of Grove City Parks & Recreation					3.80410217	Franklin	Grove City		39.8354749	-83.0446227	86FRRXP4+22	Hiking Trail; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 343. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0874	Murfin Fields	Park			Active		City of Grove City Parks & Recreation			Spanning over 51 acres, the facility features nine soccer fields, five softball diamonds, four football fields, parking, and concession stands. The complex serves hundreds of youth athletes throughout the spring, summer, and fall seasons.		50.39875564	Franklin	Grove City		39.870436	-83.0814442	86FRVWC9+32	Athletic Field; Ball Diamond; Football Field; Parking Lot; Soccer Pitch	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 433. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0875	Demorest Road Park	Park			Active		City of Grove City Parks & Recreation					23.09810839	Franklin	Grove City		39.8863945	-83.1109055	86FRVVPQ+G2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0876	Creekside Open Space	Park			Active		City of Grove City Parks & Recreation			The site provides natural habitat, stormwater management, and informal passive recreation along the creek corridor.		6.98270861	Franklin	Grove City		39.8557619	-83.0560457	86FRVW4V+82	Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0877	Meadow Grove Open Space	Open Space			Active		City of Grove City Parks & Recreation			The site features open meadow areas and natural vegetation buffers for the surrounding residential community.		17.75250469	Franklin	Grove City		39.8448441	-83.0622528	86FRRWVQ+R2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0878	Edgarton Drive Open Space	Open Space			Active		City of Grove City Parks & Recreation					2.96083342	Franklin	Grove City		39.869296	-83.0947395	86FRVW94+J2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0879	Bluegill Pond	Open Space			Active		City of Grove City Parks & Recreation					5.01887809	Franklin	Grove City		39.8685456	-83.0793389	86FRVW9C+F2	Pond	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0880	Presley Drive Open Space	Open Space			Active		City of Grove City Parks & Recreation					6.69068664	Franklin	Grove City		39.8707925	-83.0604775	86FRVWCQ+92		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0881	Gantz Road Open Space	Open Space			Active		City of Grove City Parks & Recreation					34.28232861	Franklin	Grove City		39.8889289	-83.0500424	86FRVWQX+H2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0882	Kingsdown Pond	Open Space			Active		City of Grove City Parks & Recreation					2.19878763	Franklin	Grove City		39.8661718	-83.0728486	86FRVW8G+H2	Pond	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0883	Buckeye Parkway Open Space	Open Space			Active		City of Grove City Parks & Recreation					35.15079733	Franklin	Grove City		39.8385912	-83.0498961	86FRRXQ2+C2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0884	Southeast Conservation Club	Nature Preserve			Active		City of Grove City Parks & Recreation					284.7926658	Franklin	Grove City		39.8411201	-83.0292134	86FRRXRC+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: P.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0885	Scioto Meadows	Park			Active		City of Grove City Parks & Recreation			The site features open meadow landscape, natural habitat, and passive recreation opportunities within the Scioto river ecosystem.		1.49900871	Franklin	Grove City		39.8329001	-83.0232058	86FRRXMG+42	Meadow; Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0886	Creekside Park	Park			Active		City of Grove City Parks & Recreation			The park features open green space, creek-side natural areas, and recreational amenities for neighborhood residents.		26.93282154	Franklin	Grove City		39.8591904	-83.0609849	86FRVW5Q+P2	Playground; Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0887	Quail Creek Park Open Space	Park			Active		City of Grove City Parks & Recreation			The site provides natural landscape and informal recreation opportunities complementing the adjacent Quail Creek Park.		1.27593672	Franklin	Grove City		39.8428061	-83.0714041	86FRRWVH+32		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
