Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"10523758",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,31,XA,Closed,UNKE,Unknown Easement,"10523759",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,78,XA,Closed,UNKE,Unknown Easement,"10523760",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,150,XA,Closed,UNKE,Unknown Easement,"10523761",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,69,XA,Closed,UNKE,Unknown Easement,"10523762",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,67,XA,Closed,UNKE,Unknown Easement,"10523763",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,5,XA,Closed,UNKE,Unknown Easement,"10523764",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,36,XA,Closed,UNKE,Unknown Easement,"10523765",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,66,XA,Closed,UNKE,Unknown Easement,"10523766",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,52,XA,Closed,UNKE,Unknown Easement,"10523767",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,137,XA,Closed,UNKE,Unknown Easement,"10523768",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,51,XA,Closed,UNKE,Unknown Easement,"10523769",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,22,XA,Closed,UNKE,Unknown Easement,"10523770",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,51,XA,Closed,UNKE,Unknown Easement,"10523771",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,52,XA,Closed,UNKE,Unknown Easement,"10523772",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,17,XA,Closed,UNKE,Unknown Easement,"10523773",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,17,XA,Closed,UNKE,Unknown Easement,"10523774",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,17,XA,Closed,UNKE,Unknown Easement,"10523775",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,16,XA,Closed,UNKE,Unknown Easement,"10523776",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,5,XA,Closed,UNKE,Unknown Easement,"10523777",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,17,XA,Closed,UNKE,Unknown Easement,"10523778",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,22,XA,Closed,UNKE,Unknown Easement,"10523779",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,5,XA,Closed,UNKE,Unknown Easement,"10523780",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,110,XA,Closed,UNKE,Unknown Easement,"10523781",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,82,XA,Closed,UNKE,Unknown Easement,"10523782",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523783",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523784",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523785",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523786",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,71,XA,Closed,UNKE,Unknown Easement,"10523787",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,UNKE,Unknown Easement,"10523788",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,UNKE,Unknown Easement,"10523789",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,29,XA,Closed,UNKE,Unknown Easement,"10523790",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,139,XA,Closed,UNKE,Unknown Easement,"10523791",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,24,XA,Closed,UNKE,Unknown Easement,"10523792",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,2,XA,Closed,UNKE,Unknown Easement,"10523793",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,36,XA,Closed,UNKE,Unknown Easement,"10523794",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,67,XA,Closed,UNKE,Unknown Easement,"10523795",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,154,XA,Closed,UNKE,Unknown Easement,"10523796",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,34,XA,Closed,UNKE,Unknown Easement,"10523797",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"10523798",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,5,XA,Closed,UNKE,Unknown Easement,"10523799",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,15,XA,Closed,UNKE,Unknown Easement,"10523800",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,38,XA,Closed,UNKE,Unknown Easement,"10523801",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,37,XA,Closed,UNKE,Unknown Easement,"10523802",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,21,XA,Closed,UNKE,Unknown Easement,"10523803",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,34,XA,Closed,UNKE,Unknown Easement,"10523804",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,39,XA,Closed,UNKE,Unknown Easement,"10523805",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,UNKE,Unknown Easement,"10523806",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,80,XA,Closed,UNKE,Unknown Easement,"10523807",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"10523808",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,264,XA,Closed,UNKE,Unknown Easement,"10523809",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,42,XA,Closed,UNKE,Unknown Easement,"10523810",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,14,XA,Closed,UNKE,Unknown Easement,"10523811",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,14,XA,Closed,UNKE,Unknown Easement,"10523812",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,44,XA,Closed,UNKE,Unknown Easement,"10523813",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,105,XA,Closed,UNKE,Unknown Easement,"10523814",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,6,XA,Closed,UNKE,Unknown Easement,"10523815",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"10523816",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,40,XA,Closed,UNKE,Unknown Easement,"10523817",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,UNKE,Unknown Easement,"10523818",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,140,XA,Closed,UNKE,Unknown Easement,"10523819",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,4,XA,Closed,UNKE,Unknown Easement,"10523820",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,9,XA,Closed,UNKE,Unknown Easement,"10523821",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,67,XA,Closed,UNKE,Unknown Easement,"10523822",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,7,XA,Closed,UNKE,Unknown Easement,"10523823",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,80,XA,Closed,UNKE,Unknown Easement,"10523824",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523825",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,42,XA,Closed,UNKE,Unknown Easement,"10523826",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,80,XA,Closed,UNKE,Unknown Easement,"10523827",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,97,XA,Closed,UNKE,Unknown Easement,"10523828",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523829",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523830",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,24,XA,Closed,UNKE,Unknown Easement,"10523831",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523832",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523833",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,54,XA,Closed,UNKE,Unknown Easement,"10523834",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,335,XA,Closed,UNKE,Unknown Easement,"10523835",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,36,XA,Closed,UNKE,Unknown Easement,"10523836",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,19,XA,Closed,UNKE,Unknown Easement,"10523837",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,59,XA,Closed,UNKE,Unknown Easement,"10523838",PERM
